dataset,band,unit,tax,currency,geo,period,price_EUR_kWh,retrieved_date
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2022-S1,0.1121,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2022-S2,0.1525,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2023-S1,0.1069,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2023-S2,0.0901,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2024-S1,0.0942,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2024-S2,0.0853,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2025-S1,0.0964,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2025-S2,0.097,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2019-S1,0.0959,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2019-S2,0.0953,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2020-S1,0.0984,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2020-S2,0.0976,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2021-S1,0.092,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2021-S2,0.0999,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2022-S1,0.1585,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2022-S2,0.1968,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2023-S1,0.2213,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2023-S2,0.2047,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2024-S1,0.1725,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2024-S2,0.1802,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2025-S1,0.1555,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SI,2025-S2,0.1503,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2019-S1,0.1286,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2019-S2,0.1317,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2020-S1,0.1321,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2020-S2,0.1316,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2021-S1,0.1275,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2021-S2,0.1345,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2022-S1,0.216,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2022-S2,0.2429,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2023-S1,0.2687,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2023-S2,0.233,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2024-S1,0.1883,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2024-S2,0.2061,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2025-S1,0.1967,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SK,2025-S2,0.209,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2019-S1,0.0706,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2019-S2,0.087,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2020-S1,0.0799,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2020-S2,0.064,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2021-S1,0.0661,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2021-S2,0.0736,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2022-S1,0.1181,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2022-S2,0.1949,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2023-S1,0.1402,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2023-S2,0.0994,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2024-S1,0.0905,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2024-S2,0.0972,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2025-S1,0.0902,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,TR,2025-S2,0.0885,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,UA,2019-S1,0.0656,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,UA,2019-S2,0.0709,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,UA,2020-S1,0.0595,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,UA,2020-S2,0.0558,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,UA,2021-S1,0.0595,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,UK,2019-S1,0.1519,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,UK,2019-S2,0.156,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,UK,2020-S1,0.1648,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2019-S1,0.066,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2019-S2,0.0679,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2020-S1,0.0672,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2020-S2,0.0679,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2021-S1,0.0673,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2021-S2,0.0676,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2022-S1,0.067,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2022-S2,0.0676,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2023-S1,0.073,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2023-S2,0.0785,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2024-S1,0.0772,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,XK,2024-S2,0.0759,2026-05-28
