dataset,band,unit,tax,currency,geo,period,price_EUR_kWh_GCV,retrieved_date
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2021-S2,0.0244,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2022-S1,0.0526,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2022-S2,0.0822,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2023-S1,0.0519,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2023-S2,0.0337,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2024-S1,0.0326,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2024-S2,0.0303,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2025-S1,0.0298,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2025-S2,0.0301,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,UA,2019-S1,0.0258,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,UA,2019-S2,0.0201,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,UA,2020-S1,0.0154,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,UA,2020-S2,0.0153,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,UA,2021-S1,0.0217,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,UK,2019-S1,0.0279,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,UK,2019-S2,0.0273,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,UK,2020-S1,0.0274,2026-05-28
